forward_bytes,backward_bytes,ratio,byte_rate,duration,label
169807,648409,0.2618821424715843,6466.382771230381,26.259967281165174,0
231766,966995,0.23967627580672515,22093.684024874183,10.490147308120553,0
493752,601058,0.8214701052642087,20464.472374917998,24.127277310367425,0
425207,2710605,0.15686787382600054,26779.109726709852,15.87830978473092,0
424593,3128881,0.13570118655801017,31463.830389571056,13.494637961839981,0
111388,659702,0.16884567752458304,4172.883588547087,26.693291973376866,0
377286,2958428,0.12752917173270004,37293.53722360427,10.11665902694807,0
477881,2903059,0.16461285677870935,24427.50366590746,19.563235217807392,0
393813,2884613,0.13652190553051466,13464.589063155181,29.24805191995344,0
489625,1824701,0.26833148645641863,41908.46697078281,11.68319996866863,0
229966,523160,0.4395702279030738,9019.04460000579,25.49782268510485,0
53690,79715,0.6735159817351598,1895.4963089747855,28.32503537241876,0
459730,1800362,0.25535405915362624,17417.04255838952,26.395411187564402,0
287916,2109383,0.13649292874128183,20274.97222786352,14.200561991612613,0
131941,1138101,0.1159307338006611,10242.511290161263,12.88170413116749,0
414549,1653327,0.2507360910841648,18097.21283679686,22.906787014025834,0
310697,680751,0.4564026253319858,17457.384467793818,17.79745417036487,0
74908,630851,0.11874100422920114,3330.3618051407984,22.492451085756162,0
11422,49337,0.23150512789330738,401.34821259933875,28.45907778192213,0
491572,4117335,0.11939079055000612,79108.78210103897,6.213873946032395,0
131000,94334,1.388668044734192,9120.687540377847,14.362952290609115,0
57797,465668,0.12411605668403952,2243.1940802805966,25.765492387876797,0
16716,68619,0.2436024482658117,1062.4988143525393,15.732723438553972,0
24414,157123,0.15538046383747867,911.7203143729276,26.777948911659067,0
393776,2105930,0.18698428391053648,16484.78521640487,23.88723873745913,0
365478,1895199,0.1928440270156184,23729.169085719546,15.402056375414695,0
455312,4374692,0.1040786176309972,80588.37653834342,5.64984703201417,0
208232,327850,0.6351421834918911,15951.941481154481,13.05370886960712,0
125182,111182,1.1259095365298653,4695.813073401805,26.65821616900818,0
300021,234116,1.281500275503274,17596.72009479085,17.049825102850566,0
454352,391662,1.16005851969678,219947.50569439272,2.0657292682886883,0
212015,1933535,0.10965143653906625,10068.945263350266,21.056326601725484,0
212774,833855,0.25516875815488527,41033.801345055785,5.185334846527384,0
310979,2971334,0.1046596900046612,15441.295541120964,20.13943708103034,0
155995,1242635,0.12553555506198114,22295.769255471092,6.996618874754494,0
374598,2907123,0.12885518471176324,40285.164948262754,9.298658711738849,0
324176,1586329,0.20435596628696426,12383.641396717543,26.177760612958913,0
266814,1480646,0.18020095269162736,39661.13811451948,6.727340986271962,0
105565,722833,0.14604321324121444,4484.682007537317,23.539015658764427,0
187964,1692441,0.11106082217293119,16428.040121360486,11.441656984730677,0
248661,1412550,0.1760368298206578,8302.474187406184,29.950228617053416,0
210590,1228062,0.17148143051292972,62804.87893275668,3.3530834479511133,0
102591,639336,0.16046466886790534,5094.139481347579,20.1390245350842,0
268152,2600780,0.10310441363575018,21148.556938240654,12.679446677287455,0
287356,1667883,0.17228776101935148,11916.894265424418,24.11332966456977,0
216418,380237,0.5691645758709019,18528.229173275104,11.680447061403942,0
51810,155831,0.3324734329277684,12302.156398305706,4.211456782254487,0
260414,2243734,0.11606272576752602,10863.141294396266,23.972255625022033,0
163637,184472,0.8870512215879831,5932.010440705681,27.58542009250636,0
202798,234354,0.8653453094664078,6761.5661110829,29.992755623226593,0
197242,173110,1.1393961100103402,8439.022119318508,23.372613225941897,0
146867,136432,1.0764770986491539,26172.925366170242,5.611409421960627,0
334611,2044936,0.16362900177364878,17843.474140766284,18.752570119488524,0
374868,3484768,0.10757327099730284,38657.82902136126,9.697078431198456,0
367213,2825042,0.12998492412327883,26668.79041594833,13.76939089747397,0
347753,2780248,0.12507980400316662,11782.538724462864,29.51426752181994,0
365634,2013653,0.18157737128622892,56028.51674357043,6.525855425968571,0
378570,3352542,0.11292025188043822,23006.46625665646,16.45493904960169,0
271692,2086102,0.1302390150438401,9770.16010677817,27.808346744646517,0
99780,312330,0.3194687687101184,4437.082877929648,22.487747636248244,0
320926,325764,0.9851457338879254,42174.30419576081,7.609514990700385,0
299180,832117,0.35954035365176573,20946.862147400952,14.282807510485368,0
85337,356280,0.23952161355783777,3563.031772993027,23.950670506739545,0
65138,317301,0.2052870766651329,2693.732379190184,24.181318271706864,0
85038,467380,0.1819457787115865,10128.48631919903,8.395923864635765,0
371355,979031,0.37930833721471824,34335.27830415426,10.815552351444591,0
452472,1002621,0.4512887209736072,46895.728496590506,9.648469370358463,0
202015,1273921,0.15857721273358966,13696.67043568805,14.749204994640861,0
484552,1223765,0.3959515136063594,98377.22670085792,4.925448869110826,0
229997,334354,0.687882639709291,7731.100158255763,29.749582244694437,0
104391,536795,0.1944705251156864,7831.247103448862,13.33006079632278,0
300931,2424749,0.12410805237653366,65624.02325089791,4.585683490472103,0
247534,2446703,0.10117039086052093,11877.864687961912,20.83994105867135,0
85184,643395,0.13239746594632232,10395.063476353262,8.194658954587142,0
310213,904801,0.3428518062515335,13131.97204027994,23.622727725011746,0
296849,2420557,0.12263659866857146,15383.68346385509,19.29635387373024,0
118361,267072,0.44317845682641077,15226.181590272043,7.773518219145663,0
422630,262133,1.6122670084765807,37004.92391214373,11.420912552161944,0
195481,1594856,0.12256960968914454,13276.509388253016,14.723824936467151,0
120642,869442,0.1387578024091286,4799.9357325284855,25.134086521706163,0
403468,1019010,0.3959407700211283,24182.614231083255,16.684217684016982,0
287509,2531573,0.1135692656031386,14388.49328709606,19.98186983607553,0
114105,96819,1.1785271638091304,4398.285445759213,25.943063815928323,0
146905,1256070,0.11695596825338694,5023.205498631889,29.245269786396513,0
129424,964999,0.1341181347150259,4560.326885686058,28.380421676839813,0
182249,1008102,0.1807841063859546,12459.236304855463,14.627622074153624,0
194573,650474,0.2991244859525731,8921.013300532532,21.8106389313852,0
203762,1893561,0.1076077783563464,7728.354983668934,26.36550733378278,0
443210,1762461,0.2514720884762338,85921.48972473344,5.1583137282641545,0
310792,1467171,0.21183065107567484,11290.90014916486,27.525883312588498,0
83214,479699,0.17347091932457787,3516.121011321509,23.66642095993295,0
372098,1797638,0.20699261642632363,52190.94542162262,7.129550863545775,0
317524,928770,0.3418754461541112,28407.187335374874,11.177593763554128,0
380662,2585790,0.14721298047676706,41379.37131502824,9.199318111963446,0
198221,1143764,0.1733057052803679,29351.9940321185,6.753237949799804,0
332724,1058370,0.3143736931567475,146206.60766247075,2.2757111003363066,0
208598,1650587,0.12637799378160994,8354.696866011134,24.967752073522327,0
402723,1713546,0.23502302533866887,46053.98242512702,8.744585783753516,0
70682,258350,0.2735890319758778,3208.1206631764394,22.03221369174313,0
355857,1592708,0.22342876193956335,31564.86501804079,11.273832465198605,0
122360,720477,0.1698316950691069,5449.932208027287,22.451655420552594,0
171737,553594,0.310221371219032,6118.446165550743,28.068727803301893,0
116360,647486,0.17971017178723278,19485.424263149802,5.9716431332755855,0
242904,2355421,0.10312546966106285,49028.11190876329,4.95438209923363,0
372127,3098098,0.12011462512979734,18152.21161025623,20.50036700705624,0
194608,1158030,0.16805076893451038,8675.852094371608,22.430995582122755,0
190489,997723,0.19092354198155,7118.72498797531,26.75886487001072,0
20325,104577,0.19435254068733385,2405.4395103360903,8.449599298865833,0
404652,2317147,0.1746336444629346,70182.35202629761,5.765722981874065,0
209836,1645784,0.12749903541471092,48516.03827214019,4.325085218685221,0
52812,304609,0.17337579199632316,3682.552839721905,14.341138416356898,0
173840,112315,1.5477759179457957,6994.340676937203,24.854379852158406,0
444105,993521,0.4470006703424786,34662.21693040051,12.812365720626993,0
221882,1787040,0.12416167284354417,8069.021897824285,27.49800444336727,0
89945,287774,0.31255320997306923,6433.092574781635,13.98161132525799,0
370867,712602,0.5204398522038217,18973.632234481665,19.54644189455755,0
348929,2729869,0.12781890712744562,63299.27095602663,5.51236996461456,0
457605,2299371,0.19901303486343228,22241.741743875762,20.5741531067818,0
149733,889988,0.16824140523085115,6587.9004051014745,22.728485677174355,0
73240,667806,0.10967240535064772,10758.121958881093,6.807879691263269,0
211304,1979683,0.10673622658969815,20880.570253540693,10.119646994035971,0
350756,3401628,0.10311412561452175,11858.434643846947,29.578608858126035,0
121107,461729,0.2622896497953349,10560.502986179683,11.467919677546636,0
281965,2658608,0.10605734051152313,10019.640015549945,28.141230579382633,0
195596,513129,0.3811821565685109,22900.689453447478,8.541052897014632,0
223576,855469,0.261348732275825,12622.689147912604,17.71223210681477,0
334221,2567050,0.1301964783714854,13846.899776260709,24.13688301355315,0
256084,257508,0.9944662128313961,19555.971958484235,13.094925710859366,0
313560,2397384,0.13079250933829986,18345.999565014834,17.091464484603375,0
163929,742421,0.2208029934457761,12023.70713608954,13.633815107485601,0
286220,1538104,0.18608612545957526,94969.70089063606,3.0138033216467788,0
499981,3335679,0.14988877830007674,96071.32922928841,5.204268578471747,0
57162,58463,0.9777298850574713,5203.076605601807,10.986192272944331,0
240680,1801934,0.13356752602063893,14192.567890422215,16.958171478074924,0
308172,2171497,0.14191677818722376,63045.235038087885,4.88810930459411,0
120319,616990,0.1950093275266576,4959.145919392384,24.262040673072594,0
422531,2467235,0.17125682342507972,19261.793685504104,21.936222913548555,0
307059,1092094,0.28116510010576,23149.36594014403,13.264250986136924,0
375519,3475881,0.10803560074824174,12967.723222458062,28.9579746234605,0
298161,992304,0.3004731408185991,21640.923733256128,13.777646632606944,0
460024,1267916,0.3628187018550899,36694.09550195381,12.536730874739932,0
130614,162257,0.8049772584402618,5318.217167675258,24.559734189473698,0
66829,568290,0.117596442667577,8965.249477303645,7.45422647402995,0
498195,2292516,0.2173135466389126,20358.00458062219,24.471700948245584,0
274743,472109,0.5819470038762153,26528.253375174412,10.356618512137295,0
136011,320861,0.42389251453896065,13508.88859424604,10.068259801767287,0
199639,1289675,0.1547977941746609,8890.859177306287,22.454410312737146,0
182564,1160809,0.15727293872382217,39231.40123620389,4.653517188968631,0
321158,2735163,0.11741818772110192,156606.14115336223,2.0507369483390465,0
273452,2702239,0.10119456450944402,27110.210972037097,10.086679158714508,0
423280,658735,0.6425639406378276,48386.49631333655,8.747895223885703,0
390348,3777058,0.10334707506554704,23565.355075548756,16.56448624468308,0
311257,990986,0.3140878740084381,11765.543789712714,26.45496082145814,0
400608,3896225,0.10281949763694406,35202.06967953051,11.380239958815482,0
32653,108191,0.30180604850635906,2595.976504291739,12.578311069463522,0
147871,322470,0.45855596317188213,8077.192677423133,18.307227016302313,0
152943,296846,0.515225014906669,8555.607930132475,17.87634511176482,0
23381,160036,0.14609746496122772,1743.8945187842492,13.407347605117765,0
258017,2571412,0.10034055206223193,20537.758345922575,12.56305560003947,0
51892,207539,0.2500337284378915,5675.945081962188,9.142442227799148,0
347535,2550983,0.1362356643554017,95502.23449588499,3.6390248022414036,0
498673,1457271,0.34219624064690735,72562.83063831682,6.8722925444514775,0
75527,184274,0.40986026319359653,30909.781604748052,2.443465986456478,0
306379,836208,0.3663904598013176,24267.79992276779,12.624918656617014,0
346787,2993770,0.11583618119087932,19527.123362298902,17.759246642008883,0
58697,209464,0.28022342634807723,2604.6746923194314,22.53525178137736,0
264713,986297,0.26839048644527314,40308.283668537675,6.567210903267005,0
252220,1564352,0.16122959459917294,21795.26769833252,11.57223684934581,0
206249,308662,0.668201242131386,11278.91957480906,18.28623731484419,0
469002,3680511,0.12742846647422967,20110.847313499504,23.32084733621244,0
203466,1126122,0.18067830956298736,95698.02117285837,2.1261254674480825,0
189223,991783,0.19079053503585458,11297.394593810555,16.749260055382027,0
139980,474050,0.29528468455925627,27398.826977902972,5.1089778446680665,0
70447,374475,0.18812153515846142,3249.899189538224,21.676672380108432,0
435220,1042375,0.41752688089518564,22187.790807468125,19.61529220175947,0
303841,2004562,0.15157468236219065,13883.62175966917,21.8848514645245,0
413249,1197015,0.34523264517767516,153970.2978225559,2.68395272233773,0
21340,73451,0.2905298698469749,1884.724971934692,11.322606914946451,0
433812,2532044,0.1713287086129986,53877.623900466264,8.05180274470578,0
223668,627352,0.3565265488488937,17283.560439653993,12.941083567876117,0
337830,2571086,0.1313957870737163,13797.895367832667,24.484168852852036,0
364205,770767,0.47252221161231395,18737.952202449556,19.43675573856937,0
488553,4432708,0.11021544613012042,16578.638221040837,29.468825695222133,0
261896,2306443,0.11354968947869534,10813.637595336551,24.219047262407265,0
123399,617344,0.1998866112141509,17290.472035188395,7.136820773248221,0
443913,2378675,0.18662188545224317,149328.971361066,2.9727185284538815,0
239778,1310223,0.1830053487037331,12817.951670641603,18.706420975918526,0
283035,857596,0.33003263770745467,11394.949777743026,24.838635142809743,0
431939,3129430,0.13802477191540571,17393.289776543385,24.833657436243804,0
16026,28435,0.5635813757209172,2789.4107357784033,5.74529946215606,0
353324,810334,0.4360221389918984,17510.00564795145,20.178405827146978,0
403737,2120003,0.19044162180826074,29196.045991977364,13.828482120864615,0
70232,377484,0.1860524259242089,10004.138590884644,7.020294587281357,0
238503,1984219,0.12019987702976484,88206.63234235298,2.703912321176797,0
132066,1253591,0.10535006605019816,5348.923172735535,24.69020319326424,0
411074,2855787,0.14394415831987528,73776.16113304842,5.571908238199958,0
443916,1852927,0.2395754179331307,21317.715593391153,20.82380722527424,0
292699,2839723,0.10307304512692078,20157.647352963988,14.52049412685858,0
282083,1673620,0.16854652277905213,70774.59440180389,3.985653360279947,0
130068,628373,0.20699137774637397,5152.148210091988,25.245391765947996,0
337740,299483,1.127739712305165,120904.31830466469,2.79344861073477,0
169720,1204904,0.1408575779833265,7050.601282982651,24.07170582878323,0
10328,11497,0.8982431727256914,472.8299460678966,21.842948159034194,0
48638,297731,0.16336168097483644,15543.048762484645,3.1292445094423638,0
374523,2694674,0.13898633415903588,53490.99387269393,7.001608549120386,0
437986,2324032,0.18845945819185872,31931.123570059073,13.716585920912827,0
26918,48956,0.5498294421635312,909.2126771297561,29.605834451160497,0
276073,2755525,0.10018885686435185,9692.903934721817,28.48197009474676,0
212171,1533371,0.1383689020016017,16733.217472381137,12.679629625933982,0
211496,798446,0.26488420646580174,31045.449959204525,6.812463671098911,0
84494,513633,0.16450234992231821,17065.653711432573,4.9511141752159205,0
349608,1351659,0.2586508441471968,44994.2133410737,7.770065838240907,0
292157,2498299,0.11694232077812913,36953.994207229756,7.9059654109823345,0
161156,757081,0.21286465666863036,5906.020942570459,27.28673019738067,0
409395,1482688,0.27611656928728817,27277.874592573276,15.00831740429889,0
455181,1535179,0.2965000846806238,32506.85656250639,14.002615082905574,0
18116,60427,0.2997947971139207,754.7503875600808,24.0026375588418,0
235982,1905130,0.12386654775970786,8324.748645867874,28.347042059598227,0
190874,1715933,0.11123621304782119,12764.640202477009,14.953339614144427,0
163848,518365,0.3160855457340952,6552.825581328671,25.00417536930346,0
198523,1852009,0.10719326569510963,28221.98450617351,7.034338777862111,0
460998,3266364,0.14113487010790282,15838.573612052749,29.106030081470994,0
244718,839526,0.29149509187911765,9902.57869775495,24.712552908615702,0
477243,4066916,0.11734761245434809,31605.360735966584,15.100064953756476,0
65083,127569,0.5101748059888689,2578.4722794290215,25.240915141586093,0
342650,833968,0.41086659096441236,13245.947680422405,25.868288797972447,0
264399,339826,0.7780400027072599,10436.291740458035,25.334573484086587,0
21346,45723,0.466844545534074,791.1703909996171,26.980281672358906,0
63596,413582,0.15376840924312654,2120.4452754661284,29.99181385901127,0
179175,1291211,0.1387649743032128,14771.763989150575,12.12956016164344,0
395807,1252756,0.31594874345144347,20263.63343448377,19.532874066229052,0
242515,1891076,0.12824173738033934,16696.031567157053,14.525307946653257,0
301355,3012581,0.1000321319054552,15603.175626283413,19.31369659727281,0
271013,1670916,0.1621941724214907,42496.64250486813,6.37728027499948,0
96515,198751,0.4856051763001127,7360.307626176196,13.11290300649311,0
62110,250656,0.2477888110046797,3401.30467997857,18.260639914325854,0
309357,167616,1.845618284541544,37042.359406145544,8.351438865113863,0
266418,2052607,0.12979487559241706,19227.229408460833,13.856286537194189,0
152033,1144636,0.1328220213045708,22427.159380796682,6.778968188462542,0
278850,1325047,0.21044520651327348,10778.442526072491,25.871084743967078,0
23213,13556,1.712251973150402,1472.6819817577857,15.762398323291144,0
274555,1142012,0.24041320019999773,27018.992421066312,10.161555831591022,0
150843,896906,0.16818131645755915,7952.322831733729,18.968420069424408,0
140117,1148348,0.12201604216139866,6119.950007504447,22.895121664096074,0
272706,453545,0.6012752840946674,71632.69238586316,3.8070047476509346,0
108147,609950,0.17730440641953207,8998.173982719285,12.018771831673067,0
290988,2595205,0.11212520316306297,10106.768452651844,28.791398691205764,0
56708,485495,0.11680425791355645,2019.3012714726171,28.082981376347334,0
349692,2684026,0.1302863197724911,20480.05691829735,17.07475723310013,0
66230,287566,0.23031154478782337,2564.8872589847465,25.821797729314493,0
441844,508171,0.8694772636036617,27153.22296860124,16.272248804899824,0
333301,1210490,0.2753436415471077,28648.593723427468,11.63411381436996,0
266491,281427,0.9469242577142288,11429.67416606739,23.315712777811548,0
184873,548423,0.33709866818374107,6883.789503904777,26.856283141012984,0
312279,1748202,0.17862856887901463,46975.90369250274,6.6476422049085375,0
185208,1570971,0.11789388989746476,10282.931869413253,18.011205593115346,0
441949,709607,0.6228072400536634,41460.5473726099,10.65950712199147,0
248834,2301445,0.10812072062520693,121725.42027695652,2.0442237901815323,0
204959,1997135,0.10262646109228415,71899.58943635371,2.85062823872495,0
462725,2897242,0.1597121815463874,17696.2767967545,26.148155643952393,0
319399,231918,1.3772006605754596,35851.56462533196,8.908927778686664,0
96594,369036,0.26174611217845367,36871.2513090498,2.619764628825918,0
368042,1523112,0.2416380137258365,27081.96511261949,13.589929625472488,0
169229,1139104,0.14856312631407992,21719.864313564747,7.791439097265037,0
398904,1064500,0.3747333257554479,42977.20812513762,9.281756945181339,0
189435,714218,0.2652337728343827,20331.76275096194,9.31719508634525,0
408669,1379509,0.2962421439496633,38292.17567610442,10.672389144370893,0
76176,132887,0.5732346035759437,7775.41912380654,9.797028145629689,0
476830,1163329,0.40988369594182217,33197.74705754109,14.363324088635252,0
167320,1163395,0.1438203328875121,28049.739355475325,5.965117817301181,0
49800,327805,0.15191912289585913,3922.6679033252026,12.695441272962487,0
120368,759207,0.15854416707937746,10709.566556554331,11.23929706812774,0
120998,301823,0.40088925996607294,4441.66212648257,27.241603830820974,0
401029,3668280,0.10932341333720072,20168.08901375407,19.88433310297815,0
315588,2316694,0.13622336993000805,22178.025740765028,14.229760741052951,0
170090,209123,0.813345192326084,16581.08885126065,10.258071802508201,0
27989,170634,0.16402848184721774,10636.631393300373,2.63137820284242,0
8561679,31099,275.29514469453375,3370842.872129081,2.5399223057206166,1
14771386,4676,3158.3036134274107,2082249.0725754993,7.093957295766504,1
11107936,4065,2731.9075258239054,1613843.3836071917,6.882908287650584,1
17297966,17924,965.0190237099024,16840119.48862239,1.0271878422054512,1
8443131,49648,170.05641604060506,1767964.1632170698,4.775623384037653,1
21187491,24052,880.8668773126013,16048220.050074205,1.3202393121411637,1
20848740,28974,719.5423641069888,2647011.52334464,7.876331408507246,1
14363368,2485,5777.702333065165,1526673.1507159646,9.40827969186725,1
6092195,3419,1781.343567251462,743572.4133154493,8.193142847831123,1
4768976,37263,127.97810218978103,503576.0380677694,9.470220263654024,1
5243517,46210,113.46902252710393,1461424.0670701587,3.587950354828989,1
13021507,7487,1738.9833066239316,2170050.656828154,6.000554392141626,1
19482856,37843,514.8202092802029,3254107.2991580865,5.987158445894107,1
18945225,21725,872.0070422535211,7959230.66470654,2.3802834467417107,1
5762204,1784,3228.1254901960783,905203.6176877983,6.365644024621392,1
12076693,32127,375.89308391434264,3362663.578655667,3.591406846838971,1
9423666,32921,286.2422088572991,1859152.5280220776,5.068796593050752,1
6278569,45070,139.3039648554503,1620756.0664033387,3.8738519201923665,1
13459247,7200,1869.0802666296347,2515498.5620766515,5.350528600139138,1
22002835,4598,4784.265057621222,2553793.725619011,8.615744795389361,1
24439883,21598,1131.528450391222,10137385.339322029,2.410866528393652,1
23460741,18862,1243.7438901553305,4019485.357899262,5.836752447398263,1
14023943,26544,528.3082689772085,2430889.7231852785,5.769057668985471,1
8512276,33670,252.80734162929525,1290280.355384398,6.597229791554904,1
18196710,49884,364.7731783101133,4034617.9177785073,4.510144546728046,1
5528362,46480,118.93810374131365,892721.5636764291,6.192705794215339,1
20050729,32323,620.3046962009653,9006483.186783792,2.226255085827801,1
24403523,36361,671.1270832187448,2741033.6071351115,8.903036772871314,1
23145619,4869,4752.693839835729,2650060.825494583,8.733995377513764,1
8650215,8971,964.1345296477931,1538444.928496454,5.622700455357859,1
12412054,39108,317.3707842184663,6668805.25802361,1.8612110445220105,1
6241678,4932,1265.2904926008514,3430762.3466041978,1.8193268345089755,1
18577200,8444,2199.7868561278865,7420488.273366848,2.5035010252190713,1
6763049,8147,830.0256504663721,1114705.6452219088,6.0671164885449675,1
4376924,1051,4160.574144486692,482211.5466684725,9.076771450703562,1
21847864,16479,1325.7199029126214,2687842.681653351,8.128401319440652,1
19801386,46702,423.9853114360962,11561653.548924219,1.7126776819776326,1
18808323,31916,589.288560954977,4909207.68558067,3.8312339189160456,1
8188136,24259,337.5159109645507,1804136.7896388506,4.538533911078377,1
16170205,8043,2010.2194181999005,5800229.900709892,2.787855874130252,1
11249602,13529,831.4561714708057,6906862.118485956,1.6287572861619553,1
6906868,48723,141.75494622773172,1684374.7493824328,4.100553040546569,1
24902555,30265,822.78976409172,3145934.408614023,7.915789640055179,1
13461064,20043,671.5757333865496,4496397.270199714,2.9937443671213035,1
15211312,11302,1345.7765195080951,6787569.03234652,2.2410544817311893,1
14906401,49744,299.65626696150366,2653472.83753256,5.617694965312449,1
19483602,10474,1860.009737470167,2553135.1106853248,7.631245960488991,1
8265630,11170,739.9185390743891,7667405.180500927,1.0780218086061795,1
20278720,31216,649.6050229041869,4714607.61761064,4.301252966260051,1
22357312,13674,1634.9039853747715,22087846.447303727,1.0121997204815396,1
17811102,6913,2576.092276540353,2035300.9633899762,8.751090045343473,1
22884935,39379,581.1309040121889,4246231.222409492,5.389469814838325,1
9990266,21584,462.8337271253185,1852675.9356708813,5.392344018535749,1
14691219,45078,325.8993988331596,3706395.9875317765,3.9637478157813937,1
11153588,25509,437.2241473931791,2451143.1791912145,4.550361682127548,1
23622373,44417,531.8198252960511,12569334.315481309,1.8793654784808265,1
18609069,24804,750.2144325740778,1867608.8047756748,9.964115050440235,1
5340522,25795,207.0290742750814,966972.872851271,5.522928460498209,1
24047730,3611,6657.732558139535,2826815.327111748,8.507004249396925,1
16402783,10180,1611.117080836853,3991769.9646232403,4.10915036321442,1
11722905,15610,750.9387611299725,2252164.7268342464,5.205172099679534,1
15783445,25028,630.6062966958328,12019137.642424526,1.313192798815151,1
16883071,22740,742.4067103469505,4686177.367581598,3.6027383676928273,1
22426474,45159,496.60039858281664,2733843.084535241,8.203277696098109,1
